nom-course,prix-course,distance-course,condition-course,mode-course,depart-course
VILLEREAL 30/07/22 C5,23 000E,2 450m,Challenge Henri Menaud Course qualificative Course E Pour 6 a  10 ans inclus n'ayant pas gagne 186.000. - Recul de 25 m. a  84.000. ,Attele,Volte
VILLEREAL 30/07/22 C6,16 000E,2 450m,Pour 5 et 6 ans n'ayant pas gagne 51.000. - Recul de 25 m. a  25.500. ,Monte,Volte
VILLEREAL 30/07/22 C7,5 000E,2 475m,Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 45.000. - Avance de 25 m. aux chevaux drives par des personnes n'ayant pas gagne cette annee. ,Attele,Volte
ENGHIEN 31/07/22 C1,32 000E,2 150m,  Pour pouliches de 2 ans n'ayant pas gagne 6.500. ,Attele,Autostart
ENGHIEN 31/07/22 C2,18 000E,2 150m,Course "a reclamer"   Pour 4 et 5 ans n'ayant pas gagne 55.000 a  reclamer pour 16.000. ,Attele,Autostart
ENGHIEN 31/07/22 C3,33 000E,2 250m,Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 12.000. Avantage de poids (voir Conditions Generales). ,Monte,Volte
ENGHIEN 31/07/22 C4,12 000E,2 150m,Eliminatoire de la Coupe Amateurs   Pour 6 a  9 ans inclus n'ayant pas gagne 99.000. ,Attele,Autostart
ENGHIEN 31/07/22 C5,51 000E,2 250m,Pour 4 et 5 ans ayant gagne au moins 20.000 mais pas 110.000. Avantage de poids (voir Conditions Generales). ,Monte,Volte
ENGHIEN 31/07/22 C6,44 000E,2 150m,Course Europeenne   Pour juments de 5 ans ayant gagne au moins 20.000 mais pas 95.000. Sont seules admises a  participer a  cette epreuve les juments n'ayant pas dans les 12 mois precedant la course ete classees au trot attele 1ere 2eme ou 3eme d'une epreuve de Groupe I ou 1ere d'une epreuve de Groupe II. ,Attele,Autostart
ENGHIEN 31/07/22 C7,33 000E,2 875m,Pour pouliches de 4 ans n'ayant pas gagne 29.000. ,Attele,Volte
ENGHIEN 31/07/22 C8,33 000E,2 150m,  Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 12.500. ,Attele,Autostart
BACQUEVILLE-EN-CAUX 31/07/22 C1,12 000E,2 550m,Pour 3 ans n'ayant pas gagne 1.500. ,Attele,Volte
BACQUEVILLE-EN-CAUX 31/07/22 C2,12 000E,2 550m,Pour 4 ans n'ayant pas gagne 5.500. ,Attele,Volte
BACQUEVILLE-EN-CAUX 31/07/22 C3,15 000E,2 550m,Pour 5 ans n'ayant pas gagne 31.000. ,Attele,Volte
BACQUEVILLE-EN-CAUX 31/07/22 C4,15 000E,2 550m,Pour 6 et 7 ans n'ayant pas gagne 85.000. - Recul de 25 m. a  43.000. ,Attele,Volte
BACQUEVILLE-EN-CAUX 31/07/22 C5,12 000E,2 550m,Apprentis-lads-jockeys Pour 6 ans n'ayant pas gagne 51.000. ,Monte,Volte
BACQUEVILLE-EN-CAUX 31/07/22 C6,13 000E,2 550m,Pour 6 ans n'ayant pas gagne 61.000. - Recul de 25 m. a  29.000. ,Attele,Volte
BACQUEVILLE-EN-CAUX 31/07/22 C7,5 000E,2 550m,Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 78.000. - Recul de 25 m. a  39.000. En cas d'elimination le cheval drive par son proprietaire sera maintenu partant en priorite. ,Attele,Volte
BERNAY 31/07/22 C1,13 000E,2 300m,Pour 2 ans n'ayant pas gagne 3.100. Sont seules admises a  driver les personnes ayant gagne au moins dix courses au trot attele (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Volte
BERNAY 31/07/22 C2,14 000E,2 800m,Course Nationale LeTROT Open des Regions - Haute-Normandie/Ile-de-France - 4 ans Course qualificative Pour 4 ans n'ayant pas gagne 12.000. ,Attele,Volte
BERNAY 31/07/22 C3,23 000E,2 800m,Course Nationale LeTROT Open des Regions - Haute-Normandie/Ile-de-France - 3 ans Course Qualificative Pour 3 ans n'ayant pas ete classes dans les trois premiers d'une epreuve de groupe I ou 1er d'une epreuve de groupe II dans les 6 mois precedant la course. - Recul de 25 m. a  35.000. En cas d'elimination les poulains et pouliches entraines dans la Federation Ile-de-France et Haute-Normandie seront maintenus partants en priorite. ,Attele,Volte
BERNAY 31/07/22 C4,14 000E,2 800m,Apprentis-lads-jockeys Pour 6 ans n'ayant pas gagne 71.000. - Recul de 25 m. a  36.000. ,Attele,Volte
BERNAY 31/07/22 C5,23 000E,2 800m,Course Europeenne Pour 6 a  10 ans inclus n'ayant pas gagne 200.000. - Recul de 25 m. a  100.000. Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant pas dans les 12 mois precedant la course ete classes au trot attele 1er 2eme ou 3eme d'une epreuve de Groupe I. ,Attele,Volte
BERNAY 31/07/22 C6,27 000E,2 800m,Course Nationale LeTROT Open des Regions - Haute-Normandie/Ile-de-France - 5 ans Course Qualificative Pour 5 ans n'ayant pas ete classes dans les trois premiers d'une epreuve de groupe I ou 1er d'une epreuve de groupe II dans les 6 mois precedant la course. - Recul de 25 m. a  49.000 de 50 m. a  95.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). En cas d'elimination les chevaux entraines dans la Federation Ile-de-France et Haute-Normandie seront maintenus partants en priorite. ,Attele,Volte
BERNAY 31/07/22 C7,5 000E,2 800m,Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 83.000. - Recul de 25 m. a  41.000. ,Attele,Volte
CHATEAU-DU-LOIR 31/07/22 C1,13 000E,2 575m,Pour 3 ans n'ayant pas gagne 4.800. - Recul de 25 m. a  1.500. ,Attele,Volte
CHATEAU-DU-LOIR 31/07/22 C2,13 000E,2 575m,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 17.000. - Recul de 25 m. a  8.000. ,Attele,Volte
CHATEAU-DU-LOIR 31/07/22 C3,13 000E,2 600m,Course "ap" Pour 6 ans n'ayant pas gagne 51.000. ,Attele,Volte
CHATEAU-DU-LOIR 31/07/22 C4,13 000E,2 575m,Pour pouliches de 4 ans n'ayant pas gagne 17.000. - Recul de 25 m. a  8.000. ,Attele,Volte
CHATEAU-DU-LOIR 31/07/22 C5,15 000E,2 575m,Pour 5 ans n'ayant pas gagne 38.000. - Recul de 25 m. a  21.000. ,Attele,Volte
CHATEAU-DU-LOIR 31/07/22 C6,19 000E,3 750m,Pour 5 a  9 ans inclus n'ayant pas gagne 145.000. - Recul de 25 m. a  72.000. ,Attele,Volte
CHATEAU-DU-LOIR 31/07/22 C7,15 000E,2 600m,Course "ap" Pour 6 et 7 ans n'ayant pas gagne 78.000. ,Monte,Volte
CHATEAU-DU-LOIR 31/07/22 C8,3 000E,2 575m,Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 87.000. - Recul de 25 m. a  42.000. En cas d'elimination les chevaux drives par des Amateurs membres de l'U.N.A.T. Ouest/Anjou-Maine seront maintenus partants en priorite. En cas d'elimination le cheval drive par son proprietaire sera maintenu partant en priorite. ,Attele,Volte
COMPIEGNE 31/07/22 C1,5 000E,2 800m,Challenge UNAT NIDFE - FINNTACK Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 57.000. En cas d'elimination le cheval drive par son proprietaire sera maintenu partant en priorite. ,Attele,Volte
COMPIEGNE 31/07/22 C2,5 000E,2 800m,Challenge UNAT NIDFE - FINNTACK Amateurs Pour 7 8 et 9 ans n'ayant pas gagne 94.000. - Recul de 25 m. a  49.000. En cas d'elimination le cheval drive par son proprietaire sera maintenu partant en priorite. ,Attele,Volte
COMPIEGNE 31/07/22 C3,13 000E,2 800m,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 17.500. - Recul de 25 m. a  8.300. ,Attele,Volte
COMPIEGNE 31/07/22 C4,14 000E,2 800m,Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 29.000. ,Attele,Volte
COMPIEGNE 31/07/22 C5,25 000E,2 800m,Course Europeenne Pour 7 a  10 ans inclus n'ayant pas gagne 250.000. - Recul de 25 m. a  118.000. Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant pas dans les 12 mois precedant la course ete classes au trot attele 1er 2eme ou 3eme d'une epreuve de Groupe I. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Volte
COMPIEGNE 31/07/22 C6,17 000E,2 800m,Pour 6 et 7 ans n'ayant pas gagne 87.000. ,Monte,Volte
COMPIEGNE 31/07/22 C7,14 000E,2 800m,Pour 6 ans n'ayant pas gagne 63.000. - Recul de 25 m. a  33.000. ,Attele,Volte
DOMFRONT 31/07/22 C1,12 000E,2 425m,Course "ap" Pour 4 ans n'ayant pas gagne 9.000. ,Monte,Volte
DOMFRONT 31/07/22 C2,12 000E,2 400m,Pour 3 ans n'ayant pas gagne 3.400. - Recul de 25 m. a  400. ,Attele,Volte
DOMFRONT 31/07/22 C3,13 000E,2 400m,Course F Challenge GROUPAMA Apprentis - lads-jockeys Pour 5 et 6 ans n'ayant pas gagne 54.000. - Recul de 25 m. a  27.000. ,Attele,Volte
DOMFRONT 31/07/22 C4,12 000E,2 400m,Pour 4 ans n'ayant pas gagne 8.200. - Recul de 25 m. a  3.200. ,Attele,Volte
DOMFRONT 31/07/22 C5,16 000E,2 400m,Course H Pour 6 7 et 8 ans n'ayant pas gagne 91.000. - Recul de 25 m. a  49.000. ,Attele,Volte
DOMFRONT 31/07/22 C6,16 000E,2 400m,Course F Apprentis-lads-jockeys Pour 6 7 et 8 ans n'ayant pas gagne 102.000. - Recul de 25 m. a  47.000. ,Monte,Volte
DOMFRONT 31/07/22 C7,5 000E,2 400m,PRIX CONTROLE TECHNIQUE DOMFRONTAIS NORISKO Course H Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 70.000. - Recul de 25 m. a  38.000. ,Attele,Volte
EAUZE 31/07/22 C1,14 000E,2 375m,Pour 3 ans n'ayant pas gagne 4.100. - Recul de 25 m. a  1.400. ,Attele,Volte
EAUZE 31/07/22 C2,14 000E,2 375m,Course F Pour 4 ans n'ayant pas gagne 18.500. - Recul de 25 m. a  9.300. ,Attele,Volte
EAUZE 31/07/22 C3,16 000E,3 025m,Course F Pour 5 ans n'ayant pas gagne 53.000. - Recul de 25 m. a  26.500. ,Attele,Volte
EAUZE 31/07/22 C4,14 000E,3 025m,Pour 6 et 7 ans n'ayant pas gagne 68.000. - Recul de 25 m. a  34.000. ,Attele,Volte
EAUZE 31/07/22 C5,20 000E,3 025m,Challenge de l'Amicale de Gascogne Pour 6 a  9 ans inclus n'ayant pas gagne 150.000. - Recul de 25 m. a  75.000. ,Attele,Volte
EAUZE 31/07/22 C6,14 000E,3 025m,Pour 5 6 et 7 ans n'ayant pas gagne 67.000. - Recul de 25 m. a  33.000. ,Monte,Volte
EAUZE 31/07/22 C7,5 000E,3 025m,Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 71.000. - Recul de 25 m. a  35.000. En cas d'elimination le cheval drive par son proprietaire sera maintenu partant en priorite. ,Attele,Volte
GRANVILLE 31/07/22 C4,5 000E,3 125m,Amateurs Pour 7 8 et 9 ans n'ayant pas gagne 99.000. - Recul de 25 m. a  54.000. ,Attele,Volte
GRANVILLE 31/07/22 C7,5 000E,3 150m,Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 62.000. - Avance de 25 m. aux chevaux drives par des personnes n'ayant pas gagne cinq courses. ,Attele,Volte
LA CLAYETTE 31/07/22 C1,15 000E,2 650m,Apprentis-lads-jockeys Pour 5 a  9 ans inclus n'ayant pas gagne 108.000. - Recul de 25 m. a  58.000. ,Monte,Volte
LA CLAYETTE 31/07/22 C2,13 000E,2 650m,Pour 4 ans n'ayant pas gagne 13.000. - Recul de 25 m. a  6.500. ,Attele,Volte
LA CLAYETTE 31/07/22 C3,13 000E,2 000m,Pour 3 ans n'ayant pas gagne 5.400. - Recul de 25 m. a  800. ,Attele,Volte
LA CLAYETTE 31/07/22 C4,15 000E,2 650m,Pour 5 ans n'ayant pas gagne 39.000. - Recul de 25 m. a  19.500. ,Attele,Volte
LA CLAYETTE 31/07/22 C5,12 000E,2 650m,Apprentis - lads-jockeys Pour 6 ans n'ayant pas gagne 55.000. - Recul de 25 m. a  27.500. ,Attele,Volte
LA CLAYETTE 31/07/22 C6,17 000E,2 650m,Course H Course Europeenne Pour 6 a  9 ans inclus n'ayant pas gagne 118.000. - Recul de 25 m. a  57.000. Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant pas dans les 12 mois precedant la course ete classes au trot attele 1er 2eme ou 3eme d'une epreuve de Groupe I ou 1er d'une epreuve de Groupe II. ,Attele,Volte
LA CLAYETTE 31/07/22 C7,5 000E,2 650m,Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 76.000. - Recul de 25 m. a  41.500. ,Attele,Volte
MOLIERES 31/07/22 C1,13 000E,2 500m,Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 33.500. - Recul de 25 m. a  18.500. ,Attele,Volte
MOLIERES 31/07/22 C3,13 000E,2 500m,Pour juments de 5 ans n'ayant pas gagne 33.500. - Recul de 25 m. a  18.500. ,Attele,Volte
MOLIERES 31/07/22 C5,17 000E,2 500m,Pour 7 8 et 9 ans n'ayant pas gagne 103.000. - Recul de 25 m. a  52.000. ,Attele,Volte
PLOUBALAY 31/07/22 C1,16 000E,2 425m,Course "ap" Pour 5 et 6 ans n'ayant pas gagne 54.000. ,Monte,Volte
PLOUBALAY 31/07/22 C2,12 000E,2 400m,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 10.800. - Recul de 25 m. a  5.000. ,Attele,Volte
PLOUBALAY 31/07/22 C3,15 000E,2 400m,Pour juments de 5 ans n'ayant pas gagne 38.000. - Recul de 25 m. a  19.000. ,Attele,Volte
PLOUBALAY 31/07/22 C4,12 000E,2 400m,Pour pouliches de 4 ans n'ayant pas gagne 10.800. - Recul de 25 m. a  5.000. ,Attele,Volte
PLOUBALAY 31/07/22 C5,15 000E,2 400m,Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 38.000. - Recul de 25 m. a  19.000. ,Attele,Volte
PLOUBALAY 31/07/22 C6,20 000E,2 400m,TROPHEE DES PLAGES Course qualificative Pour 6 7 et 8 ans n'ayant pas gagne 125.000 a  leur premiere participation au Trophee des Plages en 2022. - Recul de 25 m. a  65.000. ,Attele,Volte
PLOUBALAY 31/07/22 C7,5 000E,2 400m,Course H Eliminatoire de la Coupe Amateurs Pour 7 8 et 9 ans n'ayant pas gagne 90.000. - Recul de 25 m. a  46.000. En cas d'elimination le cheval drive par un amateur ayant participe a  l'etape du Trophee des Plages de Jullouville le 15 mai dernier ou celle de Plestin le 3 juillet sera maintenu partant en priorite. ,Attele,Volte
QUESTEMBERT 31/07/22 C2,12 000E,2 500m,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 7.400. ,Attele,Volte
QUESTEMBERT 31/07/22 C3,15 000E,3 125m,Pour 5 et 6 ans n'ayant pas gagne 62.000. - Recul de 25 m. a  31.000. ,Attele,Volte
QUESTEMBERT 31/07/22 C5,15 000E,3 125m,Apprentis-lads-jockeys Pour 6 et 7 ans n'ayant pas gagne 100.000. - Recul de 25 m. a  54.000. ,Attele,Volte
QUESTEMBERT 31/07/22 C7,20 000E,3 125m,Pour 7 a  10 ans inclus n'ayant pas gagne 160.000. - Recul de 25 m. a  76.000. ,Attele,Volte
ROYAN-ATLANTIQUE 31/07/22 C1,14 000E,2 475m,Pour 3 ans n'ayant pas gagne 3.100. ,Attele,Volte
ROYAN-ATLANTIQUE 31/07/22 C2,15 000E,2 475m,Pour 4 ans n'ayant pas gagne 24.500. ,Attele,Volte
ROYAN-ATLANTIQUE 31/07/22 C3,16 000E,2 475m,Pour 5 ans n'ayant pas gagne 50.000. - Recul de 25 m. a  22.500. ,Attele,Volte
ROYAN-ATLANTIQUE 31/07/22 C4,20 000E,2 475m,Pour 7 8 et 9 ans n'ayant pas gagne 130.000. - Recul de 25 m. a  64.000. ,Attele,Volte
ROYAN-ATLANTIQUE 31/07/22 C5,14 000E,2 475m,Pour 4 ans n'ayant pas gagne 11.000. ,Attele,Volte
ROYAN-ATLANTIQUE 31/07/22 C6,16 000E,2 475m,Pour 5 ans n'ayant pas gagne 32.000. ,Attele,Volte
ROYAN-ATLANTIQUE 31/07/22 C7,16 000E,2 475m,Pour 6 ans n'ayant pas gagne 88.000. - Recul de 25 m. a  43.000. ,Attele,Volte
SABLE-SUR-SARTHE 31/07/22 C1,13 000E,2 825m,Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 2.000. ,Attele,Volte
SABLE-SUR-SARTHE 31/07/22 C2,15 000E,2 825m,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 26.000. - Recul de 25 m. a  12.500. ,Attele,Volte
SABLE-SUR-SARTHE 31/07/22 C3,15 000E,2 825m,Pour pouliches de 4 ans n'ayant pas gagne 26.000. - Recul de 25 m. a  12.500. ,Attele,Volte
SABLE-SUR-SARTHE 31/07/22 C4,16 000E,2 825m,Pour juments de 5 ans n'ayant pas gagne 49.000. - Recul de 25 m. a  24.500. ,Attele,Volte
SABLE-SUR-SARTHE 31/07/22 C5,20 000E,2 825m,Pour 6 a  9 ans inclus n'ayant pas gagne 160.000. - Recul de 25 m. a  80.000. ,Attele,Volte
SABLE-SUR-SARTHE 31/07/22 C6,16 000E,2 825m,Pour 5 ans n'ayant pas gagne 51.000. - Recul de 25 m. a  26.000. ,Monte,Volte
SABLE-SUR-SARTHE 31/07/22 C7,5 000E,2 850m,Eliminatoire de la Coupe Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 65.000. - Avance de 25 m. aux chevaux drives par des personnes n'ayant pas gagne trois courses. En cas d'elimination le cheval drive par son proprietaire sera maintenu partant en priorite. ,Attele,Volte
SAINT-JEAN-DE-MONTS 31/07/22 C1,14 000E,2 650m,Pour 3 ans n'ayant pas gagne 4.500. - Avance de 25 m. aux poulains et pouliches n'ayant rien gagne. ,Attele,Volte
SAINT-JEAN-DE-MONTS 31/07/22 C2,20 000E,2 625m,Pour 5 et 6 ans n'ayant pas gagne 90.000. - Recul de 25 m. a  46.000. ,Monte,Volte
SAINT-JEAN-DE-MONTS 31/07/22 C3,19 000E,2 625m,Pour 6 7 et 8 ans n'ayant pas gagne 107.000. - Recul de 25 m. a  52.000. ,Attele,Volte
SAINT-JEAN-DE-MONTS 31/07/22 C4,23 000E,2 625m,Pour 6 a  10 ans inclus n'ayant pas gagne 186.000. - Recul de 25 m. a  86.000. ,Attele,Volte
SAINT-JEAN-DE-MONTS 31/07/22 C5,16 000E,2 625m,Pour 5 ans n'ayant pas gagne 51.500. - Recul de 25 m. a  25.500. ,Attele,Volte
SAINT-JEAN-DE-MONTS 31/07/22 C6,18 000E,2 625m,Apprentis-lads-jockeys Pour 7 8 et 9 ans n'ayant pas gagne 130.000. - Recul de 25 m. a  64.000. ,Monte,Volte
SAINT-JEAN-DE-MONTS 31/07/22 C7,3 000E,2 625m,Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 75.000. - Recul de 25 m. a  42.000. Sont seuls admis a  driver les Amateurs membres de l'U.N.A.T. En cas d'elimination le cheval drive par un membre de l'U.N.A.T. (Association Regionale Ouest/Anjou-Maine) sera maintenu partant en priorite. ,Attele,Volte
VITTEL 31/07/22 C1,15 000E,2 700m,Pour 5 6 et 7 ans n'ayant pas gagne 85.000. - Recul de 25 m. a  42.000. ,Monte,Volte
VITTEL 31/07/22 C2,17 000E,2 700m,Course Nationale LeTROT Open des Regions - Grand Nord - 5 ans Course qualificative Pour 5 ans n'ayant pas gagne 68.000. - Recul de 25 m. a  34.000. ,Attele,Volte
VITTEL 31/07/22 C3,17 000E,2 700m,Pour 7 et 8 ans n'ayant pas gagne 90.000. - Recul de 25 m. a  45.000. ,Attele,Volte
VITTEL 31/07/22 C4,22 000E,2 700m,Pour 6 a  10 ans inclus n'ayant pas gagne 210.000. - Recul de 25 m. a  106.000. ,Attele,Volte
VITTEL 31/07/22 C5,5 000E,2 700m,Eliminatoire de la Coupe Challenge UNAT NIDFE - FINNTACK Amateurs Pour 7 8 et 9 ans n'ayant pas gagne 116.000. - Recul de 25 m. a  55.000. ,Attele,Volte
VILLENEUVE-SUR-LOT 31/07/22 C1,14 000E,2 650m,Challenge de l'Avenir Apprentis - lads-jockeys Pour 5 ans n'ayant pas gagne 45.000. - Avance de 25 m. aux chevaux drives par des personnes n'ayant pas gagne huit courses. ,Attele,Volte
VILLENEUVE-SUR-LOT 31/07/22 C2,15 000E,2 625m,Course Nationale LeTROT Open des Regions - Sud-Ouest - 3 ans Course qualificative Pour 3 ans n'ayant pas gagne 13.000. - Recul de 25 m. a  6.000. ,Attele,Volte
VILLENEUVE-SUR-LOT 31/07/22 C3,13 000E,2 625m,Pour pouliches de 4 ans n'ayant pas gagne 17.200. - Recul de 25 m. a  8.800. ,Attele,Volte
VILLENEUVE-SUR-LOT 31/07/22 C4,15 000E,2 625m,Course Nationale LeTROT Open des Regions - Sud-Ouest - 5 ans Course qualificative Pour 5 ans ayant gagne au moins 10.000 mais pas 61.000. - Recul de 25 m. a  29.000. ,Attele,Volte
VILLENEUVE-SUR-LOT 31/07/22 C5,13 000E,2 625m,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 17.200. - Recul de 25 m. a  8.800. ,Attele,Volte
VILLENEUVE-SUR-LOT 31/07/22 C6,25 000E,2 625m,Course Europeenne Pour 6 a  10 ans inclus n'ayant pas gagne 230.000. - Recul de 25 m. a  113.000. Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant pas dans les 12 mois precedant la course ete classes au trot attele 1er 2eme ou 3eme d'une epreuve de Groupe I. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Volte
VILLENEUVE-SUR-LOT 31/07/22 C7,5 000E,2 650m,Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 64.000. - Avance de 25 m. aux chevaux n'ayant pas gagne 3.000 cette annee. ,Attele,Volte
ZONZA 31/07/22 C4,15 000E,3 150m,Pour 6 a  10 ans inclus n'ayant pas gagne 380.000 a  leur premiere participation en Corse ni gagne 500.000 dans leur carriere les 6 ans ayant gagne au moins 50.000. - Recul de 25 m. a  120.000 de 50 m. a  250.000. ,Attele,Volte
ZONZA 31/07/22 C6,12 000E,2 200m,Pour 5 6 et 7 ans n'ayant pas gagne 75.000. - Recul de 25 m. a  38.000. ,Attele,Volte
CASTERA-VERDUZAN 01/08/22 C1,15 000E,2 150m,  Pour 3 ans n'ayant pas gagne 10.500. ,Attele,Autostart
CASTERA-VERDUZAN 01/08/22 C2,18 000E,2 800m,  Pour 4 ans n'ayant pas gagne 40.000. ,Attele,Autostart
CASTERA-VERDUZAN 01/08/22 C3,13 000E,2 800m,Challenge de l'Avenir Apprentis-lads-jockeys   Pour 6 ans n'ayant pas gagne 50.000. ,Attele,Autostart
CASTERA-VERDUZAN 01/08/22 C4,16 000E,2 150m,  Pour 5 ans n'ayant pas gagne 39.000. ,Attele,Autostart
CASTERA-VERDUZAN 01/08/22 C5,20 000E,2 800m,Challenge de l'Amicale de Gascogne   Pour 6 a  9 ans inclus n'ayant pas gagne 118.000. ,Attele,Autostart
CASTERA-VERDUZAN 01/08/22 C6,23 000E,2 800m,Challenge de l'Amicale de Gascogne Course Europeenne Pour 7 a  10 ans inclus n'ayant pas gagne 195.000. - Recul de 25 m. a  95.000. Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant pas dans les 12 mois precedant la course ete classes au trot attele 1er 2eme ou 3eme d'une epreuve de Groupe I. ,Attele,Volte
CASTERA-VERDUZAN 01/08/22 C7,5 000E,2 800m,Eliminatoire de la Coupe Amateurs   Pour 6 a  9 ans inclus n'ayant pas gagne 86.000. ,Attele,Autostart
MAUQUENCHY 01/08/22 C1,26 000E,2 850m,Pour 6 a  10 ans inclus n'ayant pas gagne 165.000. - Recul de 25 m. a  83.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Volte
MAUQUENCHY 01/08/22 C2,20 000E,2 850m,Course Nationale LeTROT Open des Regions - Haute-Normandie/Ile-de-France - 4 ans Course qualificative Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 26.500. - Recul de 25 m. a  13.500. ,Attele,Volte
