nom-course,prix-course,distance-course,condition-course,mode-course,depart-course
LA CAPELLE 26/07/22 C8,18 000E,2 700m,Course Nationale LeTROT Open des Regions - Grand Nord - 3 ans Course qualificative   Pour 3 ans n'ayant pas gagne 6.500. ,Attele,Autostart
BIARRITZ 26/07/22 C1,14 000E,2 150m,Course F Challenge de l'Avenir Apprentis-lads-jockeys Pour 5 6 et 7 ans n'ayant pas gagne 74.000. - Recul de 25 m. a  37.000. ,Monte,Volte
BIARRITZ 26/07/22 C2,13 000E,2 150m,Pour 3 ans n'ayant pas gagne 8.000. - Recul de 25 m. a  3.500. ,Attele,Volte
BIARRITZ 26/07/22 C3,13 000E,2 150m,Pour 4 ans n'ayant pas gagne 17.500. - Recul de 25 m. a  7.500. ,Attele,Volte
BIARRITZ 26/07/22 C4,17 000E,2 975m,Course "ap" Pour 5 ans n'ayant pas gagne 55.000. ,Attele,Volte
BIARRITZ 26/07/22 C5,15 000E,2 150m,Pour 6 ans n'ayant pas gagne 81.000. - Recul de 25 m. a  37.000. ,Attele,Volte
BIARRITZ 26/07/22 C6,25 000E,2 150m,Challenge Henri Menaud Course qualificative Pour 6 a  10 ans inclus n'ayant pas gagne 235.000. - Recul de 25 m. a  115.000. En cas d'elimination les chevaux classes 1er ou 2eme du Grand Prix du President de Folleville couru a  Biarritz le jeudi 21 juillet seront maintenus partants en priorite. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Volte
BIARRITZ 26/07/22 C7,5 000E,2 950m,Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 83.000. - Recul de 25 m. a  41.000. ,Attele,Volte
ENGHIEN 27/07/22 C1,44 000E,2 875m,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 71.000. ,Attele,Volte
ENGHIEN 27/07/22 C2,44 000E,2 875m,Pour juments de 6 a  9 ans inclus n'ayant pas gagne 155.000. - Recul de 25 m. a  79.000. ,Attele,Volte
ENGHIEN 27/07/22 C3,39 000E,2 150m,  Pour pouliches de 4 ans n'ayant pas gagne 40.000. ,Attele,Autostart
ENGHIEN 27/07/22 C4,44 000E,2 150m,  Pour juments de 5 ans n'ayant pas gagne 71.000. ,Attele,Autostart
ENGHIEN 27/07/22 C5,80 000E,2 875m,Pour 5 et 6 ans ayant gagne au moins 50.000 mais pas 365.000. - Recul de 25 m. a  195.000. ,Attele,Volte
ENGHIEN 27/07/22 C6,32 000E,2 150m,  Pour poulains entiers et hongres de 2 ans. ,Attele,Autostart
ENGHIEN 27/07/22 C7,65 000E,2 875m,Course Europeenne Pour 7 a  10 ans inclus n'ayant pas gagne 360.000. - Recul de 25 m. a  196.000. ,Attele,Volte
ENGHIEN 27/07/22 C8,44 000E,2 875m,Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 25.000. ,Attele,Volte
MESLAY-DU-MAINE 27/07/22 C1,6 000E,2 875m,CHALLENGE UNAT Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 99.000. - Recul de 25 m. a  48.000. Sont seules admises a  driver les personnes ayant gagne au moins deux courses ou ayant couru au moins trente fois. ,Attele,Volte
MESLAY-DU-MAINE 27/07/22 C2,19 000E,2 875m,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 25.000. Avantage de poids (voir Conditions Generales). ,Monte,Volte
MESLAY-DU-MAINE 27/07/22 C3,19 000E,2 600m,Course Nationale LeTROT Open des Regions - Anjou-Maine - 4 ans Course qualificative   Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 29.000. ,Attele,Autostart
MESLAY-DU-MAINE 27/07/22 C4,24 000E,2 875m,Course Europeenne Pour 6 7 et 8 ans n'ayant pas gagne 98.000. Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant pas dans les 12 mois precedant la course ete classes au trot monte ou au trot attele 1er 2eme ou 3eme d'une epreuve de Groupe I ou 1er d'une epreuve de Groupe II. Avantage de poids (voir Conditions Generales). ,Monte,Volte
MESLAY-DU-MAINE 27/07/22 C5,22 000E,2 875m,Course Nationale LeTROT Open des Regions - Anjou-Maine - 5 ans Course qualificative Pour 5 ans n'ayant pas gagne 61.000. ,Attele,Volte
MESLAY-DU-MAINE 27/07/22 C6,20 000E,2 875m,Pour juments de 6 ans n'ayant pas gagne 99.000. - Recul de 25 m. a  49.000. ,Attele,Volte
MESLAY-DU-MAINE 27/07/22 C7,25 000E,2 600m,  Pour 7 8 et 9 ans n'ayant pas gagne 135.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Autostart
MESLAY-DU-MAINE 27/07/22 C8,28 000E,2 875m,Pour chevaux entiers et hongres de 6 a  10 ans inclus n'ayant pas gagne 205.000. - Recul de 25 m. a  105.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Volte
CAGNES-SUR-MER 27/07/22 C1,21 000E,2 700m,Apprentis-lads-jockeys   Pour 6 a  9 ans inclus n'ayant pas gagne 103.000. ,Attele,Autostart
CAGNES-SUR-MER 27/07/22 C2,18 000E,2 925m,Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 37.000. ,Attele,Volte
CAGNES-SUR-MER 27/07/22 C3,35 000E,2 150m,Course Internationale   Pour 6 a  10 ans inclus n'ayant pas gagne 251.000. ,Attele,Autostart
CAGNES-SUR-MER 27/07/22 C4,14 000E,2 925m,Pour pouliches de 3 ans n'ayant pas gagne 2.900. ,Attele,Volte
CAGNES-SUR-MER 27/07/22 C5,23 000E,2 150m,Course C Course Nationale LeTROT Open des Regions - Sud-Est - 4 ans Course qualificative   Pour 4 ans n'ayant pas gagne 81.000. ,Attele,Autostart
CAGNES-SUR-MER 27/07/22 C6,30 000E,2 925m,Pour 6 a  10 ans inclus n'ayant pas gagne 210.000. ,Monte,Volte
LA CAPELLE 28/07/22 C1,20 000E,2 700m,Course Nationale LeTROT Open des Regions - Grand Nord - 3 ans Course qualificative   Pour pouliches de 3 ans n'ayant pas gagne 10.700. ,Attele,Autostart
LA CAPELLE 28/07/22 C2,6 000E,2 700m,CHALLENGE UNAT Challenge UNAT NIDFE - Sellerie de Grosbois Amateurs   Pour 6 7 et 8 ans n'ayant pas gagne 73.000. Sont seules admises a  driver les personnes ayant gagne au moins deux courses ou ayant couru au moins trente fois. ,Attele,Autostart
LA CAPELLE 28/07/22 C3,20 000E,2 750m,Pour 5 ans n'ayant pas gagne 46.000. Avantage de poids (voir Conditions Generales). ,Monte,Volte
LA CAPELLE 28/07/22 C4,18 000E,2 700m,Apprentis-lads-jockeys   Pour juments de 5 ans n'ayant pas gagne 49.000. ,Attele,Autostart
LA CAPELLE 28/07/22 C5,18 000E,2 700m,Course Nationale LeTROT Open des Regions - Grand Nord - 4 ans Course qualificative   Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 19.500. ,Attele,Autostart
LA CAPELLE 28/07/22 C6,18 000E,2 700m,Course Nationale LeTROT Open des Regions - Grand Nord - 4 ans Course qualificative   Pour pouliches de 4 ans n'ayant pas gagne 19.500. ,Attele,Autostart
LA CAPELLE 28/07/22 C7,20 000E,2 750m,Pour 6 ans n'ayant pas gagne 70.000. ,Attele,Volte
LA CAPELLE 28/07/22 C8,29 000E,2 700m,  Pour 7 8 et 9 ans n'ayant pas gagne 154.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Autostart
PORNICHET 28/07/22 C1,28 000E,2 725m,Pour 7 a  10 ans inclus n'ayant pas gagne 180.000. - Recul de 25 m. a  85.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Volte
PORNICHET 28/07/22 C2,25 000E,2 725m,Pour 6 a  9 ans inclus n'ayant pas gagne 119.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Volte
PORNICHET 28/07/22 C3,20 000E,2 725m,Pour 6 ans n'ayant pas gagne 95.000. - Recul de 25 m. a  51.000. ,Attele,Volte
PORNICHET 28/07/22 C4,20 000E,2 725m,Pour 5 ans n'ayant pas gagne 35.500. ,Attele,Volte
PORNICHET 28/07/22 C5,17 000E,2 725m,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 19.000. - Recul de 25 m. a  8.800. ,Attele,Volte
PORNICHET 28/07/22 C6,17 000E,2 725m,Pour pouliches de 4 ans n'ayant pas gagne 19.000. - Recul de 25 m. a  8.800. ,Attele,Volte
PORNICHET 28/07/22 C7,19 000E,2 100m,Pour 3 ans n'ayant pas gagne 10.000. ,Attele,Volte
PORNICHET 28/07/22 C8,17 000E,2 725m,Pour 4 ans n'ayant pas gagne 15.000. Avantage de poids (voir Conditions Generales). ,Monte,Volte
GRAIGNES 28/07/22 C1,14 000E,2 700m,Pour 4 ans n'ayant pas gagne 13.000. ,Monte,Volte
GRAIGNES 28/07/22 C2,16 000E,2 700m,Pour 5 ans n'ayant pas gagne 46.000. ,Attele,Volte
GRAIGNES 28/07/22 C3,13 000E,2 700m,Apprentis-lads-jockeys Pour pouliches de 4 ans n'ayant pas gagne 21.000. - Recul de 25 m. a  9.000. ,Attele,Volte
GRAIGNES 28/07/22 C4,14 000E,2 700m,Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 6.200. ,Attele,Volte
GRAIGNES 28/07/22 C5,27 000E,2 700m,Course Internationale Pour 5 a  10 ans inclus ayant gagne au moins 50.000 mais pas 23.000 depuis le 15 mars dernier inclus. - Recul de 25 m. a  200.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Volte
GRAIGNES 28/07/22 C6,14 000E,2 700m,Pour pouliches de 3 ans n'ayant pas gagne 6.200. ,Attele,Volte
GRAIGNES 28/07/22 C7,5 500E,2 700m,Eliminatoire de la Coupe Amateurs Pour 7 8 et 9 ans n'ayant pas gagne 87.000. - Recul de 25 m. a  42.000. ,Attele,Volte
MONTIGNAC-CHARENTE 28/07/22 C1,20 000E,2 625m,Course "ap" Pour 6 a  9 ans inclus n'ayant pas gagne 109.000. ,Monte,Volte
MONTIGNAC-CHARENTE 28/07/22 C2,14 000E,2 625m,Challenge de l'Avenir Apprentis - lads-jockeys Pour 6 ans n'ayant pas gagne 60.000. - Avance de 25 m. aux chevaux drives par des personnes n'ayant pas gagne six courses. ,Attele,Volte
MONTIGNAC-CHARENTE 28/07/22 C3,15 000E,2 600m,Pour 3 ans n'ayant pas gagne 14.500. - Recul de 25 m. a  6.800. ,Attele,Volte
MONTIGNAC-CHARENTE 28/07/22 C4,15 000E,2 600m,Course F Pour 5 ans n'ayant pas gagne 60.000. - Recul de 25 m. a  29.000. ,Attele,Volte
MONTIGNAC-CHARENTE 28/07/22 C5,20 000E,3 325m,Pour 6 a  9 ans inclus n'ayant pas gagne 160.000. - Recul de 25 m. a  79.000. ,Attele,Volte
MONTIGNAC-CHARENTE 28/07/22 C6,13 000E,2 600m,Pour pouliches de 4 ans n'ayant pas gagne 21.000. - Recul de 25 m. a  8.200. ,Attele,Volte
MONTIGNAC-CHARENTE 28/07/22 C7,13 000E,2 600m,Course F Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 21.000. - Recul de 25 m. a  8.200. ,Attele,Volte
BIARRITZ 28/07/22 C1,14 000E,2 950m,Course F Challenge de l'Avenir Apprentis - lads-jockeys Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 48.000. - Recul de 25 m. a  22.500. ,Attele,Volte
BIARRITZ 28/07/22 C2,14 000E,2 950m,Challenge de l'Avenir Apprentis - lads-jockeys Pour juments de 5 ans n'ayant pas gagne 48.000. - Recul de 25 m. a  22.500. ,Attele,Volte
BIARRITZ 28/07/22 C3,12 000E,2 150m,Pour 3 ans ayant couru mais n'ayant pas gagne 1.100. En cas d'elimination les poulains et pouliches ayant couru cette annee a  Biarritz sans y avoir obtenu une allocation seront maintenus partants en priorite. ,Attele,Volte
BIARRITZ 28/07/22 C4,12 000E,2 950m,Pour 4 ans n'ayant pas gagne 5.100. ,Attele,Volte
BIARRITZ 28/07/22 C5,12 000E,2 150m,Pour 4 ans ayant couru mais n'ayant pas gagne 9.000. En cas d'elimination les poulains et pouliches ayant couru cette annee a  Biarritz sans y avoir obtenu une allocation seront maintenus partants en priorite. ,Attele,Volte
BIARRITZ 28/07/22 C6,15 000E,2 150m,Pour 5 ans n'ayant pas gagne 38.000. En cas d'elimination les chevaux ayant couru cette annee a  Biarritz sans y avoir obtenu une allocation seront maintenus partants en priorite. ,Attele,Volte
BIARRITZ 28/07/22 C7,17 000E,2 150m,Course H Pour 7 et 8 ans n'ayant pas gagne 70.000 et n'ayant pas gagne 1.300 a  Biarritz cette annee. Sont seuls admis a  participer a  cette epreuve les chevaux ayant couru au moins une fois ou ayant ete elimines au moins une fois a  Biarritz cette annee. ,Attele,Volte
CABOURG 29/07/22 C1,28 000E,2 725m,  Pour chevaux entiers et hongres de 5 et 6 ans n'ayant pas gagne 77.000. ,Attele,Autostart
CABOURG 29/07/22 C2,22 000E,2 750m,Course Nationale LeTROT Open des Regions - Basse-Normandie - 5 ans Course qualificative Pour juments de 5 ans n'ayant pas gagne 60.000. - Recul de 25 m. a  30.000. ,Attele,Volte
CABOURG 29/07/22 C3,31 000E,2 750m,Pour 6 a  10 ans inclus n'ayant pas gagne 181.000. - Recul de 25 m. a  88.000. ,Attele,Volte
CABOURG 29/07/22 C4,24 000E,2 750m,Course Europeenne Apprentis-lads-jockeys Pour juments de 6 7 et 8 ans n'ayant pas gagne 96.000. Sont seules admises a  participer a  cette epreuve les juments n'ayant pas dans les 12 mois precedant la course ete classees au trot monte ou au trot attele 1ere 2eme ou 3eme d'une epreuve de Groupe I ou 1ere d'une epreuve de Groupe II. Poids minimum (voir Conditions Generales). ,Monte,Volte
CABOURG 29/07/22 C5,28 000E,2 750m,Pour chevaux entiers et hongres de 6 et 7 ans n'ayant pas gagne 140.000. - Recul de 25 m. a  71.000. ,Attele,Volte
CABOURG 29/07/22 C6,21 000E,2 750m,Course Nationale LeTROT Open des Regions - Basse-Normandie - 4 ans Course qualificative Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 31.000. ,Attele,Volte
CABOURG 29/07/22 C7,24 000E,2 050m,  Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 20.500. ,Attele,Autostart
CABOURG 29/07/22 C8,21 000E,2 750m,Pour pouliches de 3 ans n'ayant pas gagne 10.000. Avantage de poids (voir Conditions Generales). ,Monte,Volte
CAGNES-SUR-MER 29/07/22 C1,41 000E,2 925m,Pour 7 a  10 ans inclus n'ayant pas gagne 321.000. - Recul de 25 m. a  171.000. ,Attele,Volte
CAGNES-SUR-MER 29/07/22 C2,28 000E,2 150m,  Pour 5 ans n'ayant pas gagne 77.000. ,Attele,Autostart
CAGNES-SUR-MER 29/07/22 C3,24 000E,2 925m,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 38.000. ,Attele,Volte
CAGNES-SUR-MER 29/07/22 C4,24 000E,2 150m,  Pour 6 ans n'ayant pas gagne 85.000. ,Attele,Autostart
CAGNES-SUR-MER 29/07/22 C5,19 000E,2 700m,  Pour pouliches de 4 ans n'ayant pas gagne 16.000. ,Attele,Autostart
CAGNES-SUR-MER 29/07/22 C6,19 000E,2 700m,  Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 5.500. ,Attele,Autostart
CAGNES-SUR-MER 29/07/22 C7,6 000E,2 150m,Amateurs   Pour 6 a  9 ans inclus n'ayant pas gagne 73.000. ,Attele,Autostart
AIX-LES-BAINS 29/07/22 C1,12 000E,2 000m,Pour pouliches de 4 ans n'ayant pas gagne 8.600. - Recul de 25 m. a  3.600. ,Attele,Volte
AIX-LES-BAINS 29/07/22 C2,13 000E,2 000m,Pour 3 ans n'ayant pas gagne 6.500. ,Monte,Volte
AIX-LES-BAINS 29/07/22 C3,12 000E,2 000m,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 8.600. - Recul de 25 m. a  3.600. ,Attele,Volte
AIX-LES-BAINS 29/07/22 C4,15 000E,2 000m,Course Nationale LeTROT Open des Regions - Centre-Est - 3 ans Course qualificative Pour 3 ans n'ayant pas gagne 15.500. - Recul de 25 m. a  7.000. ,Attele,Volte
AIX-LES-BAINS 29/07/22 C5,17 000E,2 000m,Pour 4 5 et 6 ans n'ayant pas gagne 66.000. - Recul de 25 m. a  33.000. ,Attele,Volte
AIX-LES-BAINS 29/07/22 C6,29 000E,2 700m,Pour 6 a  10 ans inclus n'ayant pas gagne 350.000. - Recul de 25 m. a  165.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Volte
AIX-LES-BAINS 29/07/22 C7,5 000E,2 000m,Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 100.000. - Recul de 25 m. a  51.000. ,Attele,Volte
BIARRITZ 29/07/22 C1,13 000E,2 150m,Pour 3 ans n'ayant pas gagne 5.600. - Recul de 25 m. a  1.800. ,Attele,Volte
BIARRITZ 29/07/22 C2,13 000E,2 150m,Pour 4 ans n'ayant pas gagne 12.300. ,Attele,Volte
BIARRITZ 29/07/22 C3,17 000E,2 950m,Pour 4 ans n'ayant pas gagne 44.000. - Recul de 25 m. a  20.500. ,Attele,Volte
BIARRITZ 29/07/22 C4,34 000E,2 950m,Circuit des Grandes Epreuves du Sud-Ouest Course qualificative Course Europeenne Pour 6 a  10 ans inclus n'ayant pas gagne 420.000. - Recul de 25 m. a  201.000. Sont seules admises a  driver les personnes ayant gagne au moins dix courses (en etant titulaire d'une autorisation de monter a  titre professionnel). En cas d'elimination les chevaux classes 1er du Grand Prix Jean Dumas du President de Folleville ou du Grand Prix Baron d'Ardeuil AOC Buzet courus respectivement le samedi 2 juillet le jeudi 21 juillet et le mardi 26 juillet a  Biarritz seront maintenus partants en priorite. Course precedee d'un defile. ,Attele,Volte
BIARRITZ 29/07/22 C5,20 000E,2 950m,Pour 5 a  9 ans inclus n'ayant pas gagne 122.000. ,Attele,Volte
BIARRITZ 29/07/22 C6,15 000E,2 950m,Pour 5 a  8 ans inclus n'ayant pas gagne 90.000. - Recul de 25 m. a  43.500. ,Monte,Volte
BIARRITZ 29/07/22 C7,6 000E,3 750m,Course H Eliminatoire de la Coupe Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 101.500. - Recul de 25 m. a  52.000. En cas d'elimination les chevaux ayant participe a  au moins une epreuve d'Amateurs cette annee a  Biarritz seront maintenus partants en priorite. ,Attele,Volte
ENGHIEN 30/07/22 C1,65 000E,2 875m,Course Europeenne Pour 6 a  10 ans inclus n'ayant pas gagne 299.000. Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant pas dans les 12 mois precedant la course gagne une epreuve de Groupe I au trot monte ou au trot attele. Avantage de poids (voir Conditions Generales). ,Monte,Volte
ENGHIEN 30/07/22 C2,61 000E,2 875m,Pour 3 ans ayant gagne au moins 10.000 mais pas 70.000. ,Attele,Volte
ENGHIEN 30/07/22 C3,120 000E,1 609m,Course Internationale   Pour 4 a  10 ans inclus ayant gagne au moins 160.000. Sont seules admises a  driver les personnes ayant gagne au moins trente-cinq courses dont dix au trot attele (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Autostart
ENGHIEN 30/07/22 C4,44 000E,2 875m,Pour pouliches de 3 ans n'ayant pas gagne 25.000. ,Attele,Volte
ENGHIEN 30/07/22 C5,39 000E,2 150m,  Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 40.000. ,Attele,Autostart
ENGHIEN 30/07/22 C6,57 000E,2 150m,  Pour 7 a  10 ans inclus n'ayant pas gagne 232.000. ,Attele,Autostart
ENGHIEN 30/07/22 C7,44 000E,2 875m,Pour chevaux entiers et hongres de 6 a  9 ans inclus n'ayant pas gagne 155.000. - Recul de 25 m. a  79.000. ,Attele,Volte
ENGHIEN 30/07/22 C8,44 000E,2 150m,Course Europeenne   Pour chevaux entiers et hongres de 5 ans ayant gagne au moins 20.000 mais pas 95.000. Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant pas dans les 12 mois precedant la course ete classes au trot attele 1er 2eme ou 3eme d'une epreuve de Groupe I ou 1er d'une epreuve de Groupe II. ,Attele,Autostart
ENGHIEN 30/07/22 C9,51 000E,2 875m,Pour 4 ans ayant gagne au moins 20.000 mais pas 115.000. ,Attele,Volte
LE MANS 30/07/22 C1,28 000E,2 950m,Pour 7 a  10 ans inclus n'ayant pas gagne 179.000. - Recul de 25 m. a  87.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Volte
LE MANS 30/07/22 C2,20 000E,2 950m,Pour chevaux entiers et hongres de 6 ans n'ayant pas gagne 99.000. - Recul de 25 m. a  49.000. ,Attele,Volte
LE MANS 30/07/22 C3,18 000E,2 850m,Apprentis-lads-jockeys   Pour 5 ans n'ayant pas gagne 44.000. ,Attele,Autostart
LE MANS 30/07/22 C4,19 000E,2 850m,Claude PENLOUP Course Nationale LeTROT Open des Regions - Anjou-Maine - 4 ans Course qualificative   Pour pouliches de 4 ans n'ayant pas gagne 29.000. ,Attele,Autostart
LE MANS 30/07/22 C5,33 000E,2 950m,Course Europeenne Pour 6 a  10 ans inclus n'ayant pas gagne 180.000. Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant pas dans les 12 mois precedant la course ete classes au trot attele ou au trot monte 1er 2eme ou 3eme d'une epreuve de Groupe I ou 1er d'une epreuve de Groupe II. Avantage de poids (voir Conditions Generales). ,Monte,Volte
LE MANS 30/07/22 C6,19 000E,2 950m,Course Nationale LeTROT Open des Regions - Anjou-Maine - 3 ans Course qualificative Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 9.000. ,Attele,Volte
LE MANS 30/07/22 C7,19 000E,2 950m,Pour pouliches de 4 ans n'ayant pas gagne 25.000. Avantage de poids (voir Conditions Generales). ,Monte,Volte
LE MANS 30/07/22 C8,19 000E,2 950m,Course Nationale LeTROT Open des Regions - Anjou-Maine - 3 ans Course qualificative Pour pouliches de 3 ans n'ayant pas gagne 9.000. ,Attele,Volte
LES SABLES D'OLONNE 30/07/22 C1,12 000E,2 150m,Pour 2 ans n'ayant pas gagne 800. Sont seules admises a  driver les personnes ayant gagne au moins dix courses au trot attele (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Volte
LES SABLES D'OLONNE 30/07/22 C2,19 000E,2 775m,Course D Course Nationale LeTROT Open des Regions - Ouest - 3 ans Course qualificative Pour 3 ans n'ayant pas gagne 24.000. ,Attele,Volte
LES SABLES D'OLONNE 30/07/22 C3,33 000E,2 775m,Course Europeenne Pour 5 a  10 ans inclus n'ayant pas gagne 320.000. - Recul de 25 m. a  175.000. ,Monte,Volte
LES SABLES D'OLONNE 30/07/22 C4,14 000E,2 775m,Apprentis - lads-jockeys Pour 5 ans n'ayant pas gagne 28.500. ,Attele,Volte
LES SABLES D'OLONNE 30/07/22 C5,20 000E,2 775m,Pour 7 ans n'ayant pas gagne 115.000. - Recul de 25 m. a  59.000. ,Attele,Volte
LES SABLES D'OLONNE 30/07/22 C6,15 000E,2 775m,Pour pouliches de 4 ans n'ayant pas gagne 14.500. ,Attele,Volte
LES SABLES D'OLONNE 30/07/22 C7,5 500E,2 775m,Amateurs Pour 7 8 et 9 ans n'ayant pas gagne 127.000. - Recul de 25 m. a  69.000. ,Attele,Volte
CARENTAN 31/07/22 C1,12 000E,2 400m,Pour 2 ans n'ayant pas gagne 3.000. Sont seules admises a  driver les personnes ayant gagne au moins dix courses au trot attele (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Volte
CARENTAN 31/07/22 C2,15 000E,2 875m,Course "ap" Pour 5 ans n'ayant pas gagne 36.000. ,Monte,Volte
CARENTAN 31/07/22 C3,15 000E,2 875m,Pour 3 ans n'ayant pas gagne 8.300. - Avance de 25 m. aux poulains et pouliches n'ayant rien gagne. ,Attele,Volte
CARENTAN 31/07/22 C4,45 000E,2 850m,Course A TROPHEE VERT 11eme Etape du Trophee Vert Pour 6 a  10 ans inclus n'ayant pas gagne 580.000 a  leur premiere participation au Trophee Vert en 2022. - Recul de 25 m. a  169.000 de 50 m. a  310.000. Sont seules admises a  driver les personnes ayant gagne au moins dix courses (en etant titulaire d'une autorisation de monter a  titre professionnel). Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant jamais remporte de Groupe I ni depuis le 1er janvier 2021 ete classes premiers d'une epreuve de Groupe II. En cas d'elimination seront maintenus partants en priorite en premier lieu tout gagnant d'une etape cette annee en second lieu a  partir de la 5eme etape les 5 premiers du classement. Course precedee d'un defile. Course PMU eventuelle. ,Attele,Volte
CARENTAN 31/07/22 C5,15 000E,2 850m,Pour 6 ans n'ayant pas gagne 78.000. - Recul de 25 m. a  40.000. ,Attele,Volte
CARENTAN 31/07/22 C6,15 000E,2 850m,TROPHEE VERT DES APPRENTIS 11eme epreuve du Trophee Vert Apprentis - lads-jockeys Pour 6 et 7 ans n'ayant pas gagne 125.000. - Recul de 25 m. a  63.000. ,Monte,Volte
CARENTAN 31/07/22 C7,7 000E,2 850m,TROPHEE VERT DES AMATEURS 11eme etape du Trophee Vert Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 110.000 a  leur premiere participation au Trophee Vert des Amateurs en 2022. - Recul de 25 m. a  46.000 de 50 m. a  90.000. Sont seuls admis a  driver les amateurs membres de l'U.N.A.T. ayant gagne au moins deux courses ou ayant couru au moins vingt fois. En cas d'elimination seront maintenus partants en priorite en premier lieu tout gagnant (couple amateur/cheval) d'une etape cette annee en second lieu a  partir de la 5eme etape les 5 premiers du classement (couple amateur/cheval). ,Attele,Volte
ABBEVILLE 31/07/22 C1,12 000E,2 300m,Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 2.900. ,Attele,Volte
ABBEVILLE 31/07/22 C2,12 000E,2 300m,Pour pouliches de 3 ans n'ayant pas gagne 2.900. ,Attele,Volte
ABBEVILLE 31/07/22 C3,5 000E,2 300m,Challenge UNAT NIDFE - FINNTACK Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 64.000. - Recul de 25 m. a  32.000. En cas d'elimination le cheval drive par son proprietaire sera maintenu partant en priorite. ,Attele,Volte
ABBEVILLE 31/07/22 C4,13 000E,3 150m,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 15.000. - Recul de 25 m. a  7.500. ,Attele,Volte
ABBEVILLE 31/07/22 C5,13 000E,3 150m,Pour pouliches de 4 ans n'ayant pas gagne 15.000. - Recul de 25 m. a  7.500. ,Attele,Volte
ABBEVILLE 31/07/22 C6,15 000E,3 150m,Pour 5 ans n'ayant pas gagne 43.000. - Recul de 25 m. a  22.000. ,Attele,Volte
VILLEREAL 30/07/22 C1,13 000E,2 450m,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 6.200. ,Attele,Volte
VILLEREAL 30/07/22 C2,16 000E,2 450m,Pour 6 et 7 ans n'ayant pas gagne 91.000. - Recul de 25 m. a  47.000. ,Attele,Volte
VILLEREAL 30/07/22 C3,13 000E,2 450m,Pour pouliches de 4 ans n'ayant pas gagne 6.200. ,Attele,Volte
VILLEREAL 30/07/22 C4,20 000E,2 450m,Course Nationale LeTROT Open des Regions - Sud-Ouest - 4 ans Course qualificative Pour 4 ans ayant gagne au moins 5.000 mais pas 85.000. ,Attele,Volte
