Nom,Prix,Distance,Mode course,Conditions,Depart
C5,24 000E,2 700m,Attele,Apprentis-lads-jockeys Depart a  l'autostart Pour 6 7 et 8 ans n'ayant pas gagne 88.000. ,Autostart
C6,28 000E,2 925m,Monte,Pour 6 a  9 ans inclus n'ayant pas gagne 107.000. Avantage de poids (voir Conditions Generales). ,Volt
C7,19 000E,2 150m,Attele,Depart a  l'autostart Pour 3 ans n'ayant pas gagne 4.500. ,Autostart
C1,18 000E,2 775m,Attele,Course Nationale LeTROT Open des Regions - Ouest - 3 ans Course qualificative Pour 3 ans n'ayant pas gagne 7.000. ,Volt
C2,23 000E,2 775m,Attele,Pour juments de 5 ans n'ayant pas gagne 65.000. - Recul de 25 m. a  31.000. ,Volt
C3,26 000E,2 775m,Monte,Pour 7 a  10 ans inclus n'ayant pas gagne 150.000. - Recul de 25 m. a  75.000. Avantage de poids (voir Conditions Generales). ,Volt
C4,38 000E,2 775m,Attele,Course Europeenne Pour 6 a  10 ans inclus n'ayant pas gagne 330.000. - Recul de 25 m. a  177.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Volt
C5,20 000E,2 650m,Attele,Course Nationale LeTROT Open des Regions - Ouest - 4 ans Course qualificative Depart a  l'autostart Pour 4 ans n'ayant pas gagne 25.000. ,Autostart
C6,23 000E,2 775m,Attele,Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 65.000. - Recul de 25 m. a  31.000. ,Volt
C7,29 000E,2 650m,Attele,Course Europeenne Depart a  l'autostart Pour 7 8 et 9 ans n'ayant pas gagne 151.000. Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant pas dans les 12 mois precedant la course ete classes au trot attele 1er 2eme ou 3eme d'une epreuve de Groupe I ou 1er d'une epreuve de Groupe II. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Autostart
C8,20 000E,2 650m,Attele,Depart a  l'autostart Pour 6 ans n'ayant pas gagne 70.000. ,Autostart
C1,14 000E,2 975m,Attele,Challenge de l'Avenir Apprentis - lads-jockeys Pour 6 et 7 ans n'ayant pas gagne 68.000. - Avance de 25 m. aux chevaux drives par des personnes n'ayant pas gagne six courses. ,Volt
C2,12 000E,2 150m,Attele,Pour 3 ans ayant couru mais n'ayant pas gagne 800. En cas d'elimination les poulains et pouliches ayant ete elimines au moins une fois a  Biarritz dans les courses d'une valeur nominale strictement inferieure a  16.000 euros et n'etant jamais restes inscrits au programme cette annee a  Biarritz seront retenus en priorite. ,Volt
C3,17 000E,2 150m,Monte,Course D Pour 3 ans n'ayant pas gagne 15.000. ,Volt
C4,12 000E,2 150m,Attele,Pour 4 ans ayant couru mais n'ayant pas gagne 6.100. En cas d'elimination les poulains et pouliches ayant ete elimines au moins une fois a  Biarritz dans les courses d'une valeur nominale strictement inferieure a  16.000 euros et n'etant jamais restes inscrits au programme cette annee a  Biarritz seront retenus en priorite. ,Volt
C5,15 000E,2 950m,Attele,Course E Pour 4 ans n'ayant pas gagne 38.000. - Recul de 25 m. a  17.000. ,Volt
C6,18 000E,2 150m,Attele,Pour 5 a  9 ans inclus n'ayant pas gagne 115.000. - Recul de 25 m. a  54.000. ,Volt
C7,15 000E,2 150m,Attele,Pour 5 ans n'ayant pas gagne 30.800. En cas d'elimination les chevaux ayant ete elimines au moins une fois a  Biarritz dans les courses d'une valeur nominale strictement inferieure a  16.000 euros et n'etant jamais restes inscrit au programme cette annee a  Biarritz seront retenus en priorite. ,Volt
C2,13 000E,3 125m,Attele,Pour 4 ans n'ayant pas gagne 16.400. - Recul de 25 m. a  6.200. ,Volt
C4,20 000E,3 125m,Attele,Pour 7 8 et 9 ans n'ayant pas gagne 145.000. - Recul de 25 m. a  67.000. ,Volt
C1,28 000E,2 750m,Attele,Pour chevaux entiers et hongres de 5 a  8 ans inclus n'ayant pas gagne 165.000. - Recul de 25 m. a  78.000. ,Volt
C2,24 000E,2 750m,Attele,Pour chevaux entiers et hongres de 4 et 5 ans n'ayant pas gagne 66.000. - Recul de 25 m. a  32.500. ,Volt
C3,26 000E,2 750m,Monte,Apprentis-lads-jockeys Pour 6 7 et 8 ans n'ayant pas gagne 161.000. - Recul de 25 m. a  79.000. Poids minimum (voir Conditions Generales). ,Volt
C4,21 000E,2 725m,Attele,Depart a  l'autostart Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 29.500. ,Autostart
C5,21 000E,2 050m,Attele,Depart a  l'autostart Pour pouliches de 3 ans n'ayant pas gagne 13.000. ,Autostart
C6,22 000E,2 750m,Attele,Pour juments de 5 ans n'ayant pas gagne 45.000. - Recul de 25 m. a  21.500. ,Volt
C7,21 000E,2 750m,Attele,Pour 4 ans n'ayant pas gagne 20.500. ,Volt
C8,19 000E,2 750m,Monte,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 18.000. Avantage de poids (voir Conditions Generales). ,Volt
C9,6 000E,2 750m,Attele,Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 112.000. - Recul de 25 m. a  66.000. ,Volt
C1,19 000E,2 650m,Attele,Course Nationale LeTROT Open des Regions - Ouest - 3 ans Course qualificative Depart a  l'autostart Pour 3 ans n'ayant pas gagne 10.700. ,Autostart
C2,6 000E,2 725m,Attele,CHALLENGE UNAT Amateurs Pour 7 8 et 9 ans n'ayant pas gagne 87.000. - Recul de 25 m. a  42.500. Sont seules admises a  driver les personnes ayant gagne au moins deux courses ou ayant couru au moins trente fois. ,Volt
C3,21 000E,2 725m,Monte,Apprentis-lads-jockeys Pour 6 a  9 ans inclus n'ayant pas gagne 92.000. Poids minimum (voir Conditions Generales). ,Volt
C4,17 000E,2 725m,Attele,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 17.500. - Recul de 25 m. a  9.000. ,Volt
C5,17 000E,2 725m,Attele,Pour pouliches de 4 ans n'ayant pas gagne 17.500. - Recul de 25 m. a  9.000. ,Volt
C6,20 000E,2 650m,Attele,Course F Depart a  l'autostart Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 47.000. ,Autostart
C7,20 000E,2 650m,Attele,Course F Depart a  l'autostart Pour juments de 5 ans n'ayant pas gagne 47.000. ,Autostart
C8,24 000E,2 725m,Attele,Course F Pour 6 7 et 8 ans n'ayant pas gagne 101.000. - Recul de 25 m. a  49.000. ,Volt
C1,44 000E,2 875m,Attele,Pour chevaux entiers et hongres de 5 ans ayant gagne au moins 18.000 mais pas 81.000. ,Volt
C2,51 000E,2 150m,Attele,Course Europeenne Depart a  l'autostart Pour juments de 4 et 5 ans ayant gagne au moins 20.000 mais pas 110.000. Sont seules admises a  participer a  cette epreuve les juments n'ayant pas dans les 12 mois precedant la course ete classees au trot attele 1ere 2eme ou 3eme d'une epreuve de Groupe I ou 1ere d'une epreuve de Groupe II. ,Autostart
C3,39 000E,2 875m,Attele,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 35.000. ,Volt
C4,75 000E,2 875m,Monte,Pour 6 a  10 ans inclus n'ayant pas gagne 375.000; les 6 a  8 ans ayant gagne au moins 90.000. Avantage de poids (voir Conditions Generales). ,Volt
C5,12 000E,2 875m,Attele,Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 121.000. - Recul de 25 m. a  62.500. ,Volt
C6,44 000E,2 875m,Attele,Pour juments de 6 et 7 ans n'ayant pas gagne 173.000. - Recul de 25 m. a  97.000. ,Volt
C7,65 000E,2 150m,Attele,Course Europeenne Depart a  l'autostart Pour 7 a  10 ans inclus n'ayant pas gagne 290.000. Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant pas dans les 12 mois precedant la course ete classes au trot attele 1er 2eme ou 3eme d'une epreuve de Groupe I. ,Autostart
C8,33 000E,2 150m,Attele,Depart a  l'autostart Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 11.000. ,Autostart
C1,14 000E,2 150m,Attele,Depart a  l'autostart Pour 3 ans n'ayant rien gagne. ,Autostart
C2,16 000E,2 925m,Attele,Apprentis-lads-jockeys Pour 6 et 7 ans n'ayant pas gagne 79.500. ,Volt
C3,27 000E,2 925m,Attele,Course B Course Nationale LeTROT Open des Regions - Sud-Est - 4 ans Course qualificative Pour 4 ans n'ayant pas gagne 130.000. - Recul de 25 m. a  63.000. ,Volt
C4,18 000E,2 925m,Attele,Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 41.000. ,Volt
C5,23 000E,2 150m,Attele,Depart a  l'autostart Pour 6 et 7 ans n'ayant pas gagne 140.000. ,Autostart
C6,5 500E,2 150m,Attele,Amateurs Depart a  l'autostart Pour 7 8 et 9 ans n'ayant pas gagne 92.000. ,Autostart
C1,25 000E,2 950m,Attele,Depart a  l'autostart Pour 6 a  9 ans inclus n'ayant pas gagne 109.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Autostart
C2,33 000E,2 550m,Attele,Course Nationale LeTROT Open des Regions - Sud-Ouest - 5 ans Course qualificative Pour 5 ans n'ayant pas gagne 205.000. - Recul de 25 m. a  46.000; de 50 m. a  96.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Volt
C3,33 000E,2 400m,Attele,Depart a  l'autostart Pour 6 a  10 ans inclus n'ayant pas gagne 195.000. Sont seules admises a  driver les personnes ayant gagne au moins dix courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Autostart
C4,22 000E,2 550m,Attele,Course Nationale LeTROT Open des Regions - Sud-Ouest - 4 ans Course qualificative Pour 4 ans ayant gagne au moins 5.000 mais pas 48.000. - Recul de 25 m. a  22.600. ,Volt
C5,22 000E,2 550m,Attele,Course Nationale LeTROT Open des Regions - Sud-Ouest - 3 ans Course qualificative Pour 3 ans n'ayant pas gagne 31.000. - Recul de 25 m. a  14.500. ,Volt
C6,28 000E,2 550m,Monte,Course Europeenne Pour 6 a  10 ans inclus n'ayant pas gagne 190.000. - Recul de 25 m. a  95.000. Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant pas dans les 12 mois precedant la course gagne une epreuve de Groupe I au trot monte ou au trot attele. Avantage de poids (voir Conditions Generales). ,Volt
C7,19 000E,2 550m,Attele,Challenge de l'Avenir Apprentis-lads-jockeys Pour 6 7 et 8 ans n'ayant pas gagne 82.000. - Recul de 25 m. a  40.400. ,Volt
C8,17 000E,2 400m,Attele,Depart a  l'autostart Pour 4 ans n'ayant pas gagne 14.000. ,Autostart
C1,13 000E,2 200m,Monte,Pour 3 ans n'ayant pas gagne 4.000. ,Volt
C2,13 000E,2 225m,Attele,Course F Pour 3 ans n'ayant pas gagne 5.400. - Avance de 25 m. aux poulains et pouliches n'ayant rien gagne. ,Volt
C3,13 000E,3 450m,Attele,Course F Pour 4 ans n'ayant pas gagne 14.500. - Recul de 25 m. a  6.200. ,Volt
C4,15 000E,3 475m,Attele,Course F Course "ap" Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 30.000. ,Volt
C5,22 000E,3 450m,Attele,Course E Pour 6 a  10 ans inclus n'ayant pas gagne 210.000. - Recul de 25 m. a  104.000. ,Volt
C6,15 000E,3 475m,Attele,Course "ap" Pour juments de 5 ans n'ayant pas gagne 30.000. ,Volt
C7,5 000E,3 450m,Attele,Eliminatoire de la Coupe Amateurs Pour 7 8 et 9 ans n'ayant pas gagne 101.000. - Recul de 25 m. a  55.500. ,Volt
C1,13 000E,2 850m,Attele,Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 6.000. - Recul de 25 m. a  800. ,Volt
C2,13 000E,2 850m,Attele,Pour 4 ans n'ayant pas gagne 12.500. - Recul de 25 m. a  3.600. ,Volt
C3,15 000E,2 850m,Attele,Pour 6 ans n'ayant pas gagne 79.000. - Recul de 25 m. a  39.500. ,Volt
C4,15 000E,2 850m,Monte,Apprentis - lads-jockeys Pour 6 a  9 ans inclus n'ayant pas gagne 121.000. - Recul de 25 m. a  63.000. ,Volt
C5,19 000E,2 850m,Attele,Pour 6 a  9 ans inclus n'ayant pas gagne 133.000. - Recul de 25 m. a  68.000. ,Volt
C6,15 000E,2 850m,Attele,Pour 5 ans n'ayant pas gagne 39.000. - Recul de 25 m. a  19.000. ,Volt
C7,5 000E,2 850m,Attele,Course H Amateurs Pour 7 et 8 ans n'ayant pas gagne 89.000. - Recul de 25 m. a  44.000. En cas d'elimination le cheval drive par son proprietaire sera maintenu partant en priorite. ,Volt
C1,14 000E,2 500m,Attele,Depart a  l'autostart Pour 3 ans n'ayant pas gagne 4.200. ,Autostart
C2,14 000E,2 625m,Attele,Pour 4 ans n'ayant pas gagne 18.200. - Recul de 25 m. a  8.400 ,Volt
C3,16 000E,2 625m,Attele,Pour 6 ans n'ayant pas gagne 76.000. - Recul de 25 m. a  36.000. ,Volt
C4,16 000E,2 500m,Attele,Depart a  l'autostart Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 38.000. ,Autostart
C5,16 000E,2 500m,Attele,Depart a  l'autostart Pour juments de 5 ans n'ayant pas gagne 38.000. ,Autostart
C6,36 000E,2 625m,Attele,Circuit des Grandes Epreuves du Sud-Ouest Course qualificative Course Europeenne Pour 5 a  10 ans inclus n'ayant pas gagne 450.000. - Recul de 25 m. a  232.000. Sont seules admises a  driver les personnes ayant gagne au moins dix courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Volt
C7,5 500E,2 625m,Attele,Amateurs Pour 7 8 et 9 ans n'ayant pas gagne 84.500. - Recul de 25 m. a  41.500. ,Volt
C8,5 500E,2 500m,Attele,Amateurs Depart a  l'autostart Pour 6 7 et 8 ans n'ayant pas gagne 73.000. ,Autostart
C1,16 000E,2 950m,Attele,Pour 3 ans n'ayant pas gagne 4.500. ,Volt
C2,19 000E,2 950m,Monte,Pour 4 et 5 ans n'ayant pas gagne 48.000. - Recul de 25 m. a  24.000. Avantage de poids (voir Conditions Generales). ,Volt
C3,16 000E,2 950m,Attele,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 19.000. ,Volt
C4,16 000E,2 950m,Attele,Pour pouliches de 4 ans n'ayant pas gagne 19.000. ,Volt
C5,19 000E,2 950m,Attele,Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 41.000. ,Volt
C6,19 000E,2 950m,Attele,Pour juments de 5 ans n'ayant pas gagne 41.000. ,Volt
C7,19 000E,2 950m,Attele,Pour 6 ans n'ayant pas gagne 81.000. - Recul de 25 m. a  42.000. ,Volt
C8,24 000E,2 950m,Attele,Pour 6 a  9 ans inclus n'ayant pas gagne 131.000. - Recul de 25 m. a  69.000. ,Volt
C1,13 000E,2 950m,Attele,Pour 3 ans n'ayant pas gagne 5.200. - Recul de 25 m. a  1.600. ,Volt
C2,15 000E,2 150m,Attele,Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 41.000. - Recul de 25 m. a  19.000. ,Volt
C3,15 000E,2 950m,Attele,Pour 4 ans n'ayant pas gagne 26.000. - Recul de 25 m. a  12.600. ,Volt
C4,15 000E,2 150m,Attele,Course F Pour juments de 5 ans n'ayant pas gagne 41.000. - Recul de 25 m. a  19.000. ,Volt
C5,22 000E,2 950m,Attele,Course E Pour 5 a  10 ans inclus n'ayant pas gagne 178.000; les 5 et 6 ans ayant gagne au moins 36.000. - Recul de 25 m. a  87.000. ,Volt
C6,17 000E,2 150m,Monte,Pour 6 7 et 8 ans n'ayant pas gagne 81.000. - Recul de 25 m. a  40.000. ,Volt
C7,5 000E,2 950m,Attele,Amateurs Pour 7 8 et 9 ans n'ayant pas gagne 99.000. - Recul de 25 m. a  48.000. ,Volt
C1,15 000E,2 200m,Monte,Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 37.000. ,Volt
C2,13 000E,2 200m,Attele,Pour pouliches de 3 ans n'ayant pas gagne 4.800. ,Volt
C3,17 000E,2 200m,Monte,Pour juments de 6 7 et 8 ans n'ayant pas gagne 73.000. ,Volt
C4,15 000E,2 900m,Attele,Pour pouliches de 4 ans n'ayant pas gagne 31.500. - Recul de 25 m. a  15.000. ,Volt
C5,17 000E,2 900m,Attele,Course Nationale LeTROT Open des Regions - Basse-Normandie - 4 ans Course qualificative Pour poulains entiers et hongres de 4 ans ayant gagne au moins 2.300 mais pas 46.000. - Recul de 25 m. a  23.000. ,Volt
C6,14 000E,2 900m,Attele,Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 36.000. - Recul de 25 m. a  17.000. ,Volt
C7,21 000E,2 900m,Attele,Pour 7 et 8 ans n'ayant pas gagne 155.000. - Recul de 25 m. a  72.000. ,Volt
C8,3 000E,2 900m,Attele,Amateurs Pour 7 8 et 9 ans n'ayant pas gagne 110.000. - Recul de 25 m. a  65.000. En cas d'elimination le cheval drive par un membre de l'U.N.A.T. (Association Regionale de Normandie) sera maintenu partant en priorite. ,Volt
C1,12 000E,2 150m,Attele,Pour pouliches de 3 ans n'ayant pas gagne 2.700. ,Volt
C2,12 000E,2 150m,Attele,Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 2.700. ,Volt
C3,13 000E,2 825m,Attele,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 23.000. - Recul de 25 m. a  11.000. ,Volt
C4,15 000E,2 825m,Attele,Pour 5 ans n'ayant pas gagne 56.000. - Recul de 25 m. a  28.000. ,Volt
C5,25 000E,2 825m,Attele,Pour 7 a  10 ans inclus n'ayant pas gagne 240.000. - Recul de 25 m. a  124.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Volt
C6,13 000E,2 825m,Monte,Pour 4 ans n'ayant pas gagne 12.500. - Recul de 25 m. a  6.200. ,Volt
C7,17 000E,2 825m,Attele,Pour 6 ans n'ayant pas gagne 115.000. - Recul de 25 m. a  60.000. ,Volt
C1,12 000E,2 475m,Attele,Course H Pour pouliches de 3 ans n'ayant pas gagne 1.500. ,Volt
C2,12 000E,2 475m,Attele,Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 1.500. ,Volt
C3,16 000E,2 475m,Monte,Apprentis-lads-jockeys Pour 6 a  9 ans inclus n'ayant pas gagne 97.000. - Recul de 25 m. a  49.000. ,Volt
C4,15 000E,2 475m,Attele,Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 42.000. - Recul de 25 m. a  21.000. ,Volt
C5,18 000E,2 475m,Attele,Pour 6 7 et 8 ans n'ayant pas gagne 102.000. - Recul de 25 m. a  52.000. ,Volt
C6,15 000E,2 475m,Attele,Pour juments de 5 ans n'ayant pas gagne 42.000. - Recul de 25 m. a  21.000. ,Volt
C7,5 000E,2 500m,Attele,Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 59.000. - Avance de 25 m. aux chevaux drives par des personnes n'ayant pas gagne trois courses. En cas d'elimination les chevaux drives par des personnes ayant gagne au moins dix courses seront elimines en priorite. ,Volt
C1,12 000E,2 675m,Attele,Course H Pour 3 ans n'ayant pas gagne 2.300. ,Volt
C2,13 000E,2 675m,Attele,Course F Pour 4 ans n'ayant pas gagne 11.100. ,Volt
C3,18 000E,2 675m,Attele,Pour 6 7 et 8 ans n'ayant pas gagne 111.000. - Recul de 25 m. a  58.000. ,Volt
C4,15 000E,2 700m,Attele,Pour 5 ans n'ayant pas gagne 34.000. - Avance de 25 m. aux chevaux n'ayant pas gagne 3.000 depuis le 1er janvier dernier inclus. ,Volt
C5,13 000E,2 675m,Attele,Apprentis - lads-jockeys Pour 5 6 et 7 ans n'ayant pas gagne 75.000. - Recul de 25 m. a  40.000. ,Volt
C6,13 000E,2 675m,Attele,Pour 6 ans n'ayant pas gagne 62.000. - Recul de 25 m. a  31.000. ,Volt
C7,5 000E,2 675m,Attele,Eliminatoire de la Coupe Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 54.000. - Recul de 25 m. a  34.000. En cas d'elimination le cheval drive par son proprietaire sera maintenu partant en priorite. ,Volt
C1,12 000E,2 425m,Attele,Course H Pour 3 ans n'ayant pas gagne 3.500. - Recul de 25 m. a  400. ,Volt
C2,12 000E,2 425m,Attele,Pour 4 ans n'ayant pas gagne 7.300. - Recul de 25 m. a  1.800. ,Volt
C3,10 000E,2 450m,Attele,Course R Course "a reclamer" Pour 4 ans n'ayant pas gagne 27.000 a  reclamer pour 6.000 ou 9.000. - Avance de 25 m. aux poulains et pouliches a  reclamer pour 6.000. ,Volt
C4,17 000E,2 425m,Attele,Pour 4 5 et 6 ans n'ayant pas gagne 73.000. - Recul de 25 m. a  37.500. ,Volt
C5,13 000E,2 425m,Attele,Apprentis - lads-jockeys Pour 5 ans n'ayant pas gagne 32.000. - Recul de 25 m. a  16.500. ,Volt
C6,20 000E,2 450m,Monte,Course F Course "ap" Pour 5 a  9 ans inclus n'ayant pas gagne 104.000. ,Volt
C7,5 000E,2 425m,Attele,Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 72.000. - Recul de 25 m. a  40.000. ,Volt
C1,13 000E,2 700m,Attele,Pour 3 ans n'ayant pas gagne 5.100. - Recul de 25 m. a  1.500. ,Volt
C3,15 000E,2 700m,Attele,Pour 5 ans n'ayant pas gagne 51.000. - Recul de 25 m. a  24.800. ,Volt
C7,13 000E,2 700m,Attele,Pour 6 ans n'ayant pas gagne 62.000. - Recul de 25 m. a  31.000. ,Volt
C1,11 000E,2 100m,Attele,Pour 2 ans. Sont seules admises a  driver les personnes ayant gagne au moins dix courses au trot attele (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Volt
C2,13 000E,2 600m,Attele,Pour 3 ans ayant couru mais n'ayant pas gagne 1.800. ,Volt
C3,13 000E,2 600m,Attele,Pour 4 ans n'ayant pas gagne 10.000. - Recul de 25 m. a  4.500. ,Volt
C4,16 000E,2 600m,Monte,Pour 6 et 7 ans n'ayant pas gagne 78.000. - Recul de 25 m. a  39.000. ,Volt
C5,13 000E,2 600m,Attele,Apprentis-lads-jockeys Pour 6 ans n'ayant pas gagne 61.000. - Recul de 25 m. a  35.000. ,Volt
C6,19 000E,2 600m,Attele,Pour 6 a  9 ans inclus n'ayant pas gagne 117.000. - Recul de 25 m. a  58.000. ,Volt
C7,5 000E,2 600m,Attele,Challenge UNAT NIDFE - FINNTACK Amateurs Pour 7 et 8 ans n'ayant pas gagne 99.000. - Recul de 25 m. a  48.000. En cas d'elimination le cheval drive par une personne n'ayant pas couru quatre fois cette annee sera maintenu partant en priorite. ,Volt
C1,12 000E,2 600m,Attele,Pour 4 ans n'ayant pas gagne 8.600. - Recul de 25 m. a  4.200. ,Volt
